,date_review,reviewID_review,reviewContent_review,rating_review,usefulCount_review,coolCount_review,funnyCount_review,fake_review,reviewerID_user,name_user,location_user,yelpJoinDate_user,friendCount_user,reviewCount_user,firstCount_user,usefulCount_user,coolCount_user,funnyCount_user,complimentCount_user,tipCount_user,fanCount_user,reviewsPerDay_user,hotelID_hotel,name_hotel,location_hotel,reviewCount_hotel,rating_hotel,categories_hotel,address_hotel,AcceptsCreditCards_hotel,PriceRange_hotel,WiFi_hotel,webSite_hotel,phoneNumber_hotel,filReviewCount_hotel
10,3/13/2012,Rw1JmyRyyjoACCUFvmS9kQ,"Small Rooms....one elevator that takes forever to come down to the first floor.  Had a second elevator or service elevator, but it did not work at all.  The elevator that worked could only hold 5 people at a time.  One plus is the location.   Ditkas was Awesome and right next door.",2,0,0,0,N,V2OQaeZvePoGkbZ-Uye6KA,Rachel here's lookin at U.,"Philadelphia, PA",October 2007,52,234,21,554,402,192,163,0,11,0.12807881773399016,tS1N1-P7QorwyRsNk3VMJA,Seneca Hotel,"Seneca Hotel - Near North Side - Chicago, IL",31,4.0,"Event Planning & Services, Hotels, Hotels & Travel","200 E Chestnut St (between Seneca St & Dewitt Pl) Chicago, IL 60611 Neighborhoods: Near North Side, Streeterville",Yes,$$,Free,None,(312) 787-8900,5
11,5/24/2010,O9chyjQi5,"Great location, terribly outdated. Feels like my grandmother decorated it, complete with overwhelming smell of cranberry potpourri in the lobby. Nothing extra, no frills, no service, no greeting when you walk ing. You can pay $5 for muffins and coffee in the morning, no eggs, no room service. If you're on a budget, at least it's clean, maybe not comfortable.",2,2,1,1,N,TYSR6svM9HQoqgBUpQH7GQ,Jeffrey A.,"Los Angeles, CA",June 2011,2,8,0,3,1,1,0,1,0,0.01639344262295082,WA6coAKLoKnMWMKYKOibLQ,City Suites Hotel Chicago,"City Suites Hotel Chicago - Lakeview - Chicago, IL",34,3.5,"Event Planning & Services, Hotels, Hotels & Travel","933 W Belmont Ave (between Clark St & Wilton Ave) Chicago, IL 60657 Neighborhood: Lakeview",Yes,$$,Free,http://www.chicagocitysuites.com/,(773) 404-3400,6
12,10/25/2010,x4FHvju16JpVa3ihzIwQvw,"My husband and I came to Chicago for a week and decided to stay here. The price was right and it's in a very convenient neighborhood. Yes, it's old and small but we had a good time here. We stayed in a room with one queen bed and it was more spacious than I thought it would be. You could tell one wall had some water damage at one time, but everything was clean and everything worked. I didn't deal with the staff besides checking in and out, but the people I did speak with were friendly. There weren't a ton of amenities but I didn't come to Chicago to hang out in my hotel room. The train is only a few blocks away and you're surrounded by tons of places to go shopping. I would definitely stay here again.",4,1,0,0,N,vvB_c7yYIA1bnjgb3aPckg,Craig H.,"Gridley, IL",February 2006,0,20,6,11,6,1,2,3,0,0.008216926869350863,DWRJ-OU-t1Gi1hebNBKMHA,Chicago Travelodge Downtown,"Chicago Travelodge Downtown - South Loop - Chicago, IL",44,2.5,"Event Planning & Services, Hotels, Hotels & Travel","65 E Harrison St (between Clark St & Federal St) Chicago, IL 60605 Neighborhood: South Loop",Yes,$$,Free,http://www.travelodgehoteldowntown…,(312) 427-8000,6
13,2/13/2011,,"Stayed here over the Jan 15th weekend.  The location is perfect! Close to Michigan Avenue, train and of course Giordano's. Inviting entrance to the hotel with a canopy with heat lamps when you walk up. The elevator is small and a little rickety but it does the job. I would bring your own towels as the hotel ones are a bit scratchy. Didn't encounter the hotel staff much, just at check in/out -they were polite.  I would stay again when in town.",4,0,0,0,N,wiD0JGjaifHO5rTF49dJlg,penny h.,"Chicago, IL",February 2007,0,52,1,22,7,4,3,0,0,0.02513291445142581,QnWFR5zQuLGL12EM_SZb8Q,The Congress Plaza Hotel & Convention Center,"The Congress Plaza Hotel & Convention Center - South Loop - Chicago, IL",7,3.0,"Event Planning & Services, Hotels, Hotels & Travel","520 S Michigan Avenue Chicago, IL 60605 Neighborhood: South Loop",Yes,$$$,Paid,None,(312) 427-3800,6
14,8/9/2011,9CPWfP7Ibj-2TthBN,"Breakfast no longer free, but the wifi is. The staff were friendly and responsive, and the price-for-location hard to beat.",4,1,0,0,N,WFfMbs9iXsYZT9GHfVCLTA,Esther P.,"Chicago, IL",December 2011,2,10,0,4,3,2,0,0,0,0.03278688524590164,SfRCNiCTPfGwzHEM_hCVZQ,Hilton Garden Inn Chicago Downtown_Magnificent Mile,"Hilton Garden Inn Chicago Downtown/Magnificent Mile - Near North Side - Chicago, IL",40,4.0,"Event Planning & Services, Hotels, Hotels & Travel","10 E Grand Ave (between State St & Wabash Ave) Chicago, IL 60611 Neighborhood: Near North Side",Yes,$$,Free,http://www.chicagomagmile.hgi.com,(312) 595-0000,6
15,9/21/2010,4sIRV-M-nrhyU5wHJSznrA,"I can't imagine paying full price to stay here. We got a deal from a travel site, which made it worthwhile because the location is terrific. The photos on yelp seem to be professionally lit, and very misleading. If I had paid full price, I would have been pissed. But, if you're the sort of person who can deal with a youth hostel, then you'll love it here! The lobby is clean and inviting, but the charm disappears after that. Our room was small, dingey, with blistering walls, painted on crown molding, and worn drapes. No refrigerator or anything, so don't bring home any leftovers. But, on the bright site, the bed and sheets were very clean. The mattress seemed quite new--I'm a mattress inspector the instant I walk into any hotel room. The shower had AWESOME water pressure and got quite hot quite fast, and the AC could pump a lot of cold air in fast. I imagine this place was quite the jewel like 30 years ago. We did bring some leftovers into our room that got a little smelly (before we realized there wasn't a fridge) and my husband took the bag of food (from Frontera, so sad we couldn't keep it!!!) to the concierge and explained he wanted to throw it away. The guy gave my husband directions to the dumpster out back!!! OMG. Even a Ramada concierge would say, ""Oh, let me take that for you sir."" So, anyhow, if you're looking for a place to sleep, take a hot shower, and have zero expectations beyond a clean, safe place to sleep, this is your spot. It is withing walking distance of a LOT of awesome stuff. But PLEASE go find a deal somewhere on line!! If you're looking for romance, indulgence, pampering: run away!",2,0,0,1,N,UqYndXp9pbFpapebnIleTw,Amy w.,"Richardson, TX",February 2009,8,43,1,42,10,10,0,0,0,0.032137518684603884,Y4wBzuFAMwJM2WymFEdmag,Chicago South Loop Hotel,"Chicago South Loop Hotel - Bronzeville - Chicago, IL",32,3.0,"Event Planning & Services, Hotels, Hotels & Travel","2600 S State St (between 26th St & 27th St) Chicago, IL 60616 Neighborhoods: Bronzeville, Douglas",Yes,$$,Free,http://www.chicagosouthloophotel.c…,(312) 225-7000,7
16,6/17/2009,s3V-CRnWtlHc2goC7xIAEA,"For the money.. it was a great hotel. Clean, great location, comfortable and fabulous staff. I enjoy older hotels with character.. The Tremont fit the bill. Great views, There weren't an abundance of tv channels, but the picture was clear and I sure didn't travel to Chicago to stay in the room and watch tv. and would prefer not to pay higher rates so others can. I would so stay here again. I wish I could remember the desk clerks name .. she was awesome in answering questions about the area.",3,0,0,0,N,TIlh76nA82VBpXK_XuoOBg,c m.,"Chicago, IL",May 2010,0,22,0,14,2,4,0,0,1,0.024886877828054297,gAZVMESj-7Va8zntfZCvNQ,Wheeler Mansion Hotel,"Wheeler Mansion Hotel - Near Southside - Chicago, IL",6,3.5,"Event Planning & Services, Hotels, Hotels & Travel, Bed & Breakfast","2020 S Calumet Ave (between Cullerton St & 21st St) Chicago, IL 60616 Neighborhood: Near Southside",Yes,$$$,Free,http://www.wheelermansion.com/,(312) 945-2020,7
17,4/4/2012,A5WJkZECjZVwSoV8Uxciww,"Great location for walking to any part of downtown Chicago you could want.  The hotel was old, but not in any way that caused any kind of problem.  The lobby was very nice; I understand it had recently been renovated.  The room and other areas were clean, the staff was friendly and helpful.  The water in the room was hot and had good pressure!  My only complaint was that the walls were a little thin, so I could hear my next door neighbor.  Luckily he seemed to be a Japanese business man who didn't do anything other than talk on the phone and watch TV, but a different neighbor could have been a different situation!  Overall, the hotel was a great value for the location, and very clean and comfortable.  I would stay there again!",4,0,0,0,N,x1uo32SAD_XMq0ulqC8_OQ,Shadow shadow K.,"San Diego, CA",April 2011,0,2,0,0,0,0,0,0,0,0.0036429872495446266,qmF64R44N-4gOHqze10TXg,Embassy Suites Chicago Downtown Lakefront,"Embassy Suites Chicago Downtown Lakefront - Near North Side - Chicago, IL",62,4.0,"Event Planning & Services, Hotels, Hotels & Travel","511 N Columbus Dr Chicago, IL 60611 Neighborhood: Near North Side",Yes,$$,Paid,http://embassysuites1.hilton.com,(312) 836-5900,7
18,7/8/2011,xnZtuSIepywIkSC1uGYzGg,"Excellent location right down the street from Michigan Ave and John Hancock building. Can't forget free wi-fi and breakfast. The hotel is old, and the elevator is a bit scary at times, but it really was a value and we would definitely stay here again.",4,0,0,0,N,Ztd3ZxcPSCXv01MZTBXVZQ,Emily W.,"Berkeley, CA",December 2006,13,7,0,7,3,0,0,0,2,0.00328484279680901,Zxjq-Rrv0VVdD3vktiDIkw,Hampton Inn and Suites Chicago,"Hampton Inn and Suites Chicago - Near North Side - Chicago, IL",28,3.5,"Event Planning & Services, Hotels, Hotels & Travel","33 West Illinois Chicago, IL 60654 Neighborhood: Near North Side",Yes,$$,Free,http://www.hamptonsuiteschicago.com,(312) 832-0330,7
19,4/4/2011,FRM7-hER5S9wMf0IzciDcg,"Great location for a good price. Book it directly on their website and get the AAA price for the best deal. Hotel has that old Chicago charm. Bed was comfortable and the room was clean. Bathroom appeared to have been updated in the past few years. 32"" flat screen in the lowest cost room. (single queen) Was able to connect my laptop to it and watch videos. Could tell that the woodwork in the rooms was old, probably the original. But it was still in good condition and fit the building. They have some kind of incense/oil going in the lobby and it might be on the strong side for some people, but it didn't bother me. Continental breakfast is available at the Mike Ditkas next door for $5 a person. It isn't anything special but what's there is decent. Overall it's a very nice hotel. I dont need much for amenities above a clean room and comfy bed and this hotel fit that perfect. Free wi-fi is an excellent bonus. For the money, it was the best deal in town if you dont need 5 star accomodations. One quick note, during my stay in March 2011 the building next door was being torn down so the construction crews were working early weekday mornings. I'd expect that a new hotel is being built and would take some time once the demo is complete.",4,0,0,0,N,TtwhWwNSqDv64M2EnYZE8g,Michael The best is good enough for me S.,"Denver, CO",January 2007,511,838,175,4146,3448,3411,2458,3,66,0.39904761904761904,S_wqr0_GkrNOvgVVgp7__w,Public Chicago,"Public Chicago - Near North Side - Chicago, IL",54,3.5,"Event Planning & Services, Hotels, Hotels & Travel","1301 North State Pkwy (between Goethe St & Banks St) Chicago, IL 60610 Neighborhoods: Near North Side, Gold Coast",Yes,$$$,Free,http://www.publichotels.com/chicago,(312) 787-3700,7
20,8/23/2010,0fLzbPuBnOMKzVnmxqz-1w,"Another Travelzoo deal at an awesome price of $99 per night.  The Tremont is located just a few blocks off the Magnificent Mile on Chestnut, right next to Ditka's.  The lobby is narrow and have some seating in cozy groups with little candy dishes scattered around.  My first impression upon checking in was that customer service is not their high suit. More to come on this in a moment. I get my key, some maps and a reminder about the free internet and breakfast in the morning served next door at Ditkas for $5 (free with my package but I pass so I can't speak to this).  I get up to my room and open the door.  The room itself is spacious for what it is.  There's a separate sink vanity and spacious closet and roomy bathroom with shower over tub.  The plumbing hardware was a bit off and needed a serious update because they were circa 1960s (think Edward Scissorhands ).  The bed was very firm and the fitted sheets were shallow on the corners so if you were making cupcakes, they'd totally flip off (see picture).  Another sign of this hotel's age was that the window coverings were old mini blinds.  And another pet peeve for me is the linens.  These were of inferior quality with a funky Motel 6-ish comforter/quilt and not a down comforter embraced in a high TC duvet.  Yes, I have been spoiled with my Calvin Klein linens. Back to the service...  Upon departure and asking for a copy of my statement for expense reimbursement, service was of 'eh quality.  The response I got was my stay was prepaid (i.e. ""I'm not going to waste my time printing one for you"").  I then explained I needed a copy anyway for reimbursement, then silence and no eye contact (i.e. ""I'm going to ignore your request"").  So, annoyed, I then walk out but oddly get my back yelled at in a very loud tone (i.e. ""Ma'am!"" ""Ma'am!!""), 3 times, until I make it out the front door, keep in mind, there are 2 other guests in the lobby watching this unfold..  Unprofessional methinks. Hmmm.... Overall, for the price and the fact that I only had to spend 7 hours in the room, it was good enough.",2,0,1,1,N,wiFeLz74XNt7Z8NnfxDzWQ,Tanya thrifty splurger S.,"River Forest, IL",August 2007,7,129,16,126,34,29,9,0,1,0.06832627118644068,ia27sl8koyz1K3sX8kT5ig,Doubletree Magnificent Mile,"Doubletree Magnificent Mile - Near North Side - Chicago, IL",68,4.0,"Event Planning & Services, Hotels, Hotels & Travel","300 E Ohio St (between Fairbanks Ct & Mc Clurg Ct) Chicago, IL 60611 Neighborhoods: Near North Side, River East",Yes,$$,Paid,http://www.doubletreemagmile.com/,(312) 787-6100,7
21,8/9/2008,MGcMncJSQQ7zzE,"For the love of God, whatever you do, DO NOT take room 307.  Suffice it to say that I would rather set my hair on fire than spend two minutes in that room.  Shudder!  After asking for another room, was pleased with what I got.  The decor is a bit ""Quacker Factory-ish"" ala dried floral wreath, plaid pillow shams, etc. but overall, the room was clean, the bed comfy and the housekeeper..the nicest person I have ever met in a hotel!!  The hotel is a bit older but you cannot beat the location.  Enjoy the room for what it is, a place to sleep whilst in Chicago.  Enjoy!",4,0,0,1,N,UWT8_eEQVLsFaQfqUmX-Mw,Tina M.,"Chicago, IL",October 2010,31,85,10,64,15,10,19,19,1,0.11627906976744186,T_9IQ4nXSacMzrynX3pWJA,Courtyard Marriott Magnificent Mile,"Courtyard Marriott Magnificent Mile - Near North Side - Chicago, IL",53,4.0,"Event Planning & Services, Hotels, Hotels & Travel","165 E Ontario St (between Fairbanks Ct & Mc Clurg Ct) Chicago, IL 60611 Neighborhoods: Near North Side, River East",Yes,$$,Free,http://www.courtyardchicago.com,(312) 573-0800,7
22,4/24/2011,8a8MaeJ99mi3WTUZYDYL2Q,"Decent price for downtown Chicago over a weekend.  Our room contained a air system which only produces heat in the winter and cold in the summer, so if it's one of those 80 degree days in February or March, I suppose you're screwed.  Piano in the lobby needs tuning.  Lobby is adjacent (attached opening) to Mike Ditka's.  Bed excellent, TV above average, bathroom and cleanliness meet the standards.",2,0,0,0,N,yfhTcICkoPGD_BRE5fDmXQ,Kate S.,"Chicago, IL",April 2008,0,11,0,5,1,0,0,0,0,0.006690997566909975,Ut6mvxVP5eN-Kiu7KaLrlg,The Westin Michigan Avenue Chicago,"The Westin Michigan Avenue Chicago - Near North Side - Chicago, IL",111,3.5,"Event Planning & Services, Hotels, Hotels & Travel, Restaurants","909 North Michigan Avenue (between Delaware Pl & Walton St) Chicago, IL 60611 Neighborhoods: Near North Side, Streeterville",Yes,$$$$,Paid,http://www.thewestinmichiganavenue…,(312) 943-7200,8
23,10/3/2009,K8HSCX-GCOcF8VUsAtMSGQ,"Some rooms may reveal the building's age, but all was clean and working just fine. What makes this place special outside of the excellent location is the warm and helpful staff. Around the corner, the Westin's well equipped gym is at your disposal.",4,0,0,0,N,yCykhVHx9FITYE9CpZ3oug,K. N.,"Boston, MA",September 2009,0,12,1,3,0,0,0,0,0,0.010657193605683837,RTbDvRlBaKyim0MJOzEkPQ,The Silversmith Hotel & Suites,"The Silversmith Hotel & Suites - The Loop - Chicago, IL",53,3.5,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces","10 S Wabash Ave Chicago, IL 60603 Neighborhood: The Loop",Yes,$$,Free,http://www.silversmithhotel.com,(312) 372-7696,8
24,4/17/2011,2rAeHez1ZzyHvL1u2DIJsw,"If you want a reasonably priced, clean, non-chain downtown Chicago hotel that's close to the Gold Coast, Mag Mile, CTA, etc. and can live without trendy decor or practically any amenities, this is a good option. As others have said, the decor is outdated, but the antique-like furnishings do give this place character, and it's very clean. You can't beat location -- stores, restaurants, lakefront, etc., are all very walkable. With the exception of wi-fi and shampoo/handcream in the room, this place offered absolutely no amenities -- even the free continental breakfast they offered last time I was here is gone, and they charged me $3 to store my luggage for a couple hours after I checked out -- every other hotel I've ever been to does that for free. All in all, I wanted a reasonably priced, clean, convenient place to crash while I was in Chicago, so this was a great option, but on trips to Chicago where my company is paying or I want a little more comfort, this would not be at the top of my list.",3,0,0,1,N,tpV0gtalY54P4y2bv-gQow,Garrett deadbody L.,"Minneapolis, MN",November 2010,3,32,6,4,4,5,2,0,0,0.045714285714285714,ojCaK0Z7nSMB8gPGbyjzAw,Hotel Burnham,"Hotel Burnham - The Loop - Chicago, IL",58,4.5,"Event Planning & Services, Hotels, Hotels & Travel","1 W Washington St Chicago, IL 60601 Neighborhood: The Loop",Yes,$$,Free,http://www.burnhamhotel.com/,(312) 782-1111,8
